Date,I_0221,I_0225,I_0229,I_0233,I_0237,I_0241,I_0245,I_0249,I_0342,I_1223,I_1229,I_1233,I_1237,I_1241,I_1245,I_1249
2009-10-16 10:00:00,308.478466101695,301.393025423729,307.163957627119,163.692508474576,138.04193220339,136.620618644068,130.661889830508,139.869008474576,84.2036271186441,299.773601694915,299.856389830508,180.446872881356,158.745601694915,151.689084745763,157.910271186441,158.691177966102
2009-10-16 11:00:00,308.484822033898,301.395008474576,307.184652542373,163.672169491525,138.042644067797,136.620872881356,130.665296610169,139.869669491525,84.2045423728813,299.772533898305,299.86879661017,180.448957627119,158.750533898305,151.695694915254,157.919423728814,158.699059322034
2009-10-16 12:00:00,308.338,301.395,307.1215,164.3285,138.0505,136.627,130.6615,139.8685,84.189,299.785,299.8845,180.4825,158.7705,151.6765,157.8845,158.6935
2009-10-16 13:00:00,308.2915,301.369,307.1525,163.7695,138.025,136.605,130.633,139.855,84.176,299.8035,299.8995,180.4095,158.709,151.631,157.83,158.6385
2009-10-16 14:00:00,308.3895,301.593,306.796,163.8795,138.06,136.6275,130.644,139.8765,84.1925,299.809,299.905,180.45,158.7305,151.6395,157.8365,158.6495
2009-10-16 15:00:00,308.4235,301.4435,306.7915,164.422,138.0325,136.6185,130.62,139.856,84.184,299.817,299.911,180.4285,158.6845,151.6,157.7865,158.603
2009-10-16 16:00:00,308.362,301.391,306.801,164.582,138.037,136.626,130.6215,139.8665,84.183,299.8235,299.7575,180.4095,158.681,151.5925,157.779,158.597
2009-10-16 17:00:00,308.4025,301.8365,306.759,164.2725,138.0525,136.627,130.6225,139.863,84.1925,299.823,305.0765,180.4875,158.7055,151.625,157.815,158.6315
2009-10-16 18:00:00,308.380924528302,299.157669811321,306.789603773585,164.387377358491,138.046688679245,136.619632075472,130.616245283019,139.86708490566,84.1799716981132,299.978349056604,290.887009433962,180.458188679245,158.686075471698,151.602688679245,157.778452830189,158.603518867925
2009-10-16 19:00:00,308.378773584906,299.287009433962,306.788811320755,164.368132075472,138.046066037736,136.618896226415,130.618735849057,139.867254716981,84.1799150943396,299.965047169811,291.407028301887,180.454566037736,158.688226415094,151.608066037736,157.785358490566,158.608556603774
2009-10-16 20:00:00,308.376622641509,299.416349056604,306.788018867925,164.348886792453,138.045443396226,136.618160377358,130.621226415094,139.867424528302,84.179858490566,299.951745283019,291.927047169811,180.450943396226,158.690377358491,151.613443396226,157.792264150943,158.613594339623
2009-10-16 21:00:00,308.374471698113,299.545688679245,306.787226415094,164.329641509434,138.044820754717,136.617424528302,130.623716981132,139.867594339623,84.1798018867924,299.938443396226,292.447066037736,180.447320754717,158.692528301887,151.618820754717,157.799169811321,158.618632075472
2009-10-16 22:00:00,308.372320754717,299.675028301887,306.786433962264,164.310396226415,138.044198113208,136.616688679245,130.62620754717,139.867764150943,84.1797452830189,299.925141509434,292.96708490566,180.443698113208,158.694679245283,151.624198113208,157.806075471698,158.623669811321
2009-10-16 23:00:00,308.370169811321,299.804367924528,306.785641509434,164.291150943396,138.043575471698,136.615952830189,130.628698113208,139.867933962264,84.1796886792453,299.911839622641,293.487103773585,180.440075471698,158.696830188679,151.629575471698,157.812981132075,158.62870754717
2009-10-17 00:00:00,308.368018867925,299.93370754717,306.784849056604,164.271905660377,138.042952830189,136.615216981132,130.631188679245,139.868103773585,84.1796320754717,299.898537735849,294.007122641509,180.436452830189,158.698981132075,151.634952830189,157.819886792453,158.633745283019
2009-10-17 01:00:00,308.365867924528,300.063047169811,306.784056603774,164.252660377358,138.042330188679,136.614481132075,130.633679245283,139.868273584906,84.1795754716981,299.885235849057,294.527141509434,180.432830188679,158.701132075472,151.640330188679,157.82679245283,158.638783018868
2009-10-17 02:00:00,308.363716981132,300.192386792453,306.783264150943,164.23341509434,138.04170754717,136.613745283019,130.636169811321,139.868443396226,84.1795188679245,299.871933962264,295.047160377359,180.42920754717,158.703283018868,151.64570754717,157.833698113208,158.643820754717
2009-10-17 03:00:00,308.361566037736,300.321726415094,306.782471698113,164.214169811321,138.04108490566,136.613009433962,130.638660377358,139.868613207547,84.1794622641509,299.858632075472,295.567179245283,180.42558490566,158.705433962264,151.65108490566,157.840603773585,158.648858490566
2009-10-17 04:00:00,308.35941509434,300.451066037736,306.781679245283,164.194924528302,138.040462264151,136.612273584906,130.641150943396,139.868783018868,84.1794056603774,299.845330188679,296.087198113208,180.421962264151,158.70758490566,151.656462264151,157.847509433962,158.653896226415
2009-10-17 05:00:00,308.357264150943,300.580405660377,306.780886792453,164.175679245283,138.039839622642,136.611537735849,130.643641509434,139.868952830189,84.1793490566038,299.832028301887,296.607216981132,180.418339622641,158.709735849057,151.661839622642,157.85441509434,158.658933962264
2009-10-17 06:00:00,308.355113207547,300.709745283019,306.780094339623,164.156433962264,138.039216981132,136.610801886792,130.646132075472,139.869122641509,84.1792924528302,299.818726415094,297.127235849057,180.414716981132,158.711886792453,151.667216981132,157.861320754717,158.663971698113
2009-10-17 07:00:00,308.352962264151,300.83908490566,306.779301886792,164.137188679245,138.038594339623,136.610066037736,130.648622641509,139.86929245283,84.1792358490566,299.805424528302,297.647254716981,180.411094339623,158.714037735849,151.672594339623,157.868226415094,158.669009433962
2009-10-17 08:00:00,308.350811320755,300.968424528302,306.778509433962,164.117943396226,138.037971698113,136.609330188679,130.651113207547,139.869462264151,84.179179245283,299.792122641509,298.167273584906,180.407471698113,158.716188679245,151.677971698113,157.875132075472,158.674047169811
2009-10-17 09:00:00,308.348660377358,301.097764150943,306.777716981132,164.098698113208,138.037349056604,136.608594339623,130.653603773585,139.869632075472,84.1791226415095,299.778820754717,298.68729245283,180.403849056604,158.718339622642,151.683349056604,157.882037735849,158.67908490566
2009-10-17 10:00:00,308.346509433962,301.227103773585,306.776924528302,164.079452830189,138.036726415094,136.607858490566,130.656094339623,139.869801886792,84.1790660377359,299.765518867925,299.207311320755,180.400226415094,158.720490566038,151.688726415094,157.888943396226,158.684122641509
2009-10-17 11:00:00,308.344358490566,301.356443396226,306.776132075472,164.06020754717,138.036103773585,136.607122641509,130.65858490566,139.869971698113,84.1790094339623,299.752216981132,299.727330188679,180.396603773585,158.722641509434,151.694103773585,157.895849056604,158.689160377358
2009-10-17 12:00:00,308.3995,301.443,306.7795,164.4275,138.0565,136.622,130.6605,139.868,84.1835,299.7585,299.7375,180.4745,158.7385,151.6815,157.8765,158.6895
2009-10-17 13:00:00,308.387,301.368,306.7965,163.9925,138.0485,136.617,130.649,139.858,84.1785,299.842,299.938,180.4135,158.7065,151.6325,157.83,158.6475
2009-10-17 14:00:00,308.3895,301.454,306.838,163.7885,138.0555,136.6335,130.6455,139.8655,84.195,299.8545,299.949,180.467,158.738,151.6555,157.8485,158.662
2009-10-17 15:00:00,308.405,301.425,306.8325,164.2875,138.043,136.6255,130.633,139.869,84.1855,299.865,299.962,180.432,158.6955,151.606,157.7935,158.6105
2009-10-17 16:00:00,308.415,301.4415,306.8395,164.6025,138.032,136.6205,130.6265,139.859,84.1815,299.873,299.987,180.4045,158.6875,151.593,157.7825,158.598
2009-10-17 17:00:00,308.479725,301.475575,306.932875,163.959575,138.041375,136.62315,130.6367,139.86975,84.1811,299.826025,299.98725,180.397225,158.682,151.587875,157.779575,158.605725
2009-10-17 18:00:00,308.475175,301.468725,306.922625,163.968725,138.042125,136.62345,130.6381,139.86925,84.1813,299.722075,299.98375,180.399675,158.686,151.593625,157.786725,158.611175
2009-10-17 19:00:00,308.470625,301.461875,306.912375,163.977875,138.042875,136.62375,130.6395,139.86875,84.1815,299.618125,299.98025,180.402125,158.69,151.599375,157.793875,158.616625
2009-10-17 20:00:00,308.466075,301.455025,306.902125,163.987025,138.043625,136.62405,130.6409,139.86825,84.1817,299.514175,299.97675,180.404575,158.694,151.605125,157.801025,158.622075
2009-10-17 21:00:00,308.461525,301.448175,306.891875,163.996175,138.044375,136.62435,130.6423,139.86775,84.1819,299.410225,299.97325,180.407025,158.698,151.610875,157.808175,158.627525
2009-10-17 22:00:00,308.456975,301.441325,306.881625,164.005325,138.045125,136.62465,130.6437,139.86725,84.1821,299.306275,299.96975,180.409475,158.702,151.616625,157.815325,158.632975
2009-10-17 23:00:00,308.452425,301.434475,306.871375,164.014475,138.045875,136.62495,130.6451,139.86675,84.1823,299.202325,299.96625,180.411925,158.706,151.622375,157.822475,158.638425
2009-10-18 00:00:00,308.447875,301.427625,306.861125,164.023625,138.046625,136.62525,130.6465,139.86625,84.1825,299.098375,299.96275,180.414375,158.71,151.628125,157.829625,158.643875
2009-10-18 01:00:00,308.443325,301.420775,306.850875,164.032775,138.047375,136.62555,130.6479,139.86575,84.1827,298.994425,299.95925,180.416825,158.714,151.633875,157.836775,158.649325
2009-10-18 02:00:00,308.438775,301.413925,306.840625,164.041925,138.048125,136.62585,130.6493,139.86525,84.1829,298.890475,299.95575,180.419275,158.718,151.639625,157.843925,158.654775
2009-10-18 03:00:00,308.434225,301.407075,306.830375,164.051075,138.048875,136.62615,130.6507,139.86475,84.1831,298.786525,299.95225,180.421725,158.722,151.645375,157.851075,158.660225
2009-10-18 04:00:00,308.429675,301.400225,306.820125,164.060225,138.049625,136.62645,130.6521,139.86425,84.1833,298.682575,299.94875,180.424175,158.726,151.651125,157.858225,158.665675
2009-10-18 05:00:00,308.425125,301.393375,306.809875,164.069375,138.050375,136.62675,130.6535,139.86375,84.1835,298.578625,299.94525,180.426625,158.73,151.656875,157.865375,158.671125
2009-10-18 06:00:00,308.420575,301.386525,306.799625,164.078525,138.051125,136.62705,130.6549,139.86325,84.1837,298.474675,299.94175,180.429075,158.734,151.662625,157.872525,158.676575
2009-10-18 07:00:00,308.416025,301.379675,306.789375,164.087675,138.051875,136.62735,130.6563,139.86275,84.1839,298.370725,299.93825,180.431525,158.738,151.668375,157.879675,158.682025
2009-10-18 08:00:00,308.411475,301.372825,306.779125,164.096825,138.052625,136.62765,130.6577,139.86225,84.1841,298.266775,299.93475,180.433975,158.742,151.674125,157.886825,158.687475
2009-10-18 09:00:00,308.406925,301.365975,306.768875,164.105975,138.053375,136.62795,130.6591,139.86175,84.1843,298.162825,299.93125,180.436425,158.746,151.679875,157.893975,158.692925
2009-10-18 10:00:00,308.402375,301.359125,306.758625,164.115125,138.054125,136.62825,130.6605,139.86125,84.1845,298.058875,299.92775,180.438875,158.75,151.685625,157.901125,158.698375
2009-10-18 11:00:00,308.397825,301.352275,306.748375,164.124275,138.054875,136.62855,130.6619,139.86075,84.1847,297.954925,299.92425,180.441325,158.754,151.691375,157.908275,158.703825
2009-10-18 12:00:00,308.393275,301.345425,306.738125,164.133425,138.055625,136.62885,130.6633,139.86025,84.1849,297.850975,299.92075,180.443775,158.758,151.697125,157.915425,158.709275
2009-10-18 13:00:00,308.427,301.427,306.8105,163.706,138.0575,136.62,130.665,139.8665,84.1865,299.626,299.956,180.487,158.7575,151.68,157.902,158.7065
2009-10-18 14:00:00,308.43,301.461,306.836,163.8905,138.054,136.6205,130.657,139.862,84.184,300.1235,299.988,180.4265,158.7225,151.648,157.8445,158.6555
2009-10-18 15:00:00,308.46,301.495,306.8315,164.1475,138.0735,136.6275,130.661,139.873,84.197,299.9185,300.022,180.4625,158.752,151.6495,157.8535,158.6665
2009-10-18 16:00:00,308.475,301.4865,306.878,164.5705,138.046,136.613,130.642,139.858,84.185,299.945,300.0335,180.4425,158.706,151.6095,157.798,158.6175
2009-10-18 17:00:00,308.5,301.505,306.8745,164.4005,138.062,136.6405,130.648,139.8695,84.189,299.983,300.0495,180.421,158.7035,151.603,157.8,158.616
2009-10-18 18:00:00,308.522,301.546,306.9305,163.6875,138.0545,136.634,130.641,139.8715,84.202,299.792,300.0735,180.5075,158.723,151.6225,157.8205,158.638
2009-10-18 19:00:00,308.479510204082,301.473806122449,306.881683673469,164.46437755102,138.065285714286,136.632091836735,130.63762244898,139.869173469388,84.1832755102041,299.964979591837,300.05487755102,180.445346938776,158.681051020408,151.594193877551,157.777632653061,158.592367346939
2009-10-18 20:00:00,308.476571428571,301.472642857143,306.879785714286,164.424642857143,138.067,136.632642857143,130.641357142857,139.870214285714,84.1849285714286,299.958857142857,300.048142857143,180.447428571429,158.687357142857,151.601357142857,157.787428571429,158.600571428571
2009-10-18 21:00:00,308.473632653061,301.471479591837,306.877887755102,164.384908163265,138.068714285714,136.633193877551,130.645091836735,139.871255102041,84.1865816326531,299.952734693878,300.041408163265,180.449510204082,158.693663265306,151.608520408163,157.797224489796,158.608775510204
2009-10-18 22:00:00,308.470693877551,301.470316326531,306.875989795918,164.345173469388,138.070428571429,136.633744897959,130.648826530612,139.872295918367,84.1882346938775,299.946612244898,300.034673469388,180.451591836735,158.699969387755,151.615683673469,157.807020408163,158.616979591837
2009-10-18 23:00:00,308.467755102041,301.469153061225,306.874091836735,164.30543877551,138.072142857143,136.634295918367,130.65256122449,139.873336734694,84.189887755102,299.940489795918,300.02793877551,180.453673469388,158.706275510204,151.622846938776,157.816816326531,158.625183673469
2009-10-19 00:00:00,308.464816326531,301.467989795918,306.872193877551,164.265704081633,138.073857142857,136.634846938775,130.656295918367,139.87437755102,84.1915408163265,299.934367346939,300.021204081633,180.455755102041,158.712581632653,151.630010204082,157.826612244898,158.633387755102
2009-10-19 01:00:00,308.46187755102,301.466826530612,306.870295918367,164.225969387755,138.075571428571,136.635397959184,130.660030612245,139.875418367347,84.193193877551,299.928244897959,300.014469387755,180.457836734694,158.718887755102,151.637173469388,157.836408163265,158.641591836735
2009-10-19 02:00:00,308.45893877551,301.465663265306,306.868397959184,164.186234693878,138.077285714286,136.635948979592,130.663765306122,139.876459183673,84.1948469387755,299.92212244898,300.007734693878,180.459918367347,158.725193877551,151.644336734694,157.846204081633,158.649795918367
2009-10-19 03:00:00,308.456,301.4645,306.8665,164.1465,138.079,136.6365,130.6675,139.8775,84.1965,299.916,300.001,180.462,158.7315,151.6515,157.856,158.658
2009-10-19 04:00:00,308.45306122449,301.463336734694,306.864602040816,164.106765306122,138.080714285714,136.637051020408,130.671234693878,139.878540816327,84.1981530612245,299.90987755102,299.994265306122,180.464081632653,158.737806122449,151.658663265306,157.865795918367,158.666204081633
2009-10-19 05:00:00,308.45012244898,301.462173469388,306.862704081633,164.067030612245,138.082428571429,136.637602040816,130.674969387755,139.879581632653,84.199806122449,299.903755102041,299.987530612245,180.466163265306,158.744112244898,151.665826530612,157.875591836735,158.674408163265
2009-10-19 06:00:00,308.447183673469,301.461010204082,306.860806122449,164.027295918367,138.084142857143,136.638153061224,130.678704081633,139.88062244898,84.2014591836735,299.897632653061,299.980795918367,180.468244897959,158.750418367347,151.672989795918,157.885387755102,158.682612244898
2009-10-19 07:00:00,308.444244897959,301.459846938776,306.858908163265,163.98756122449,138.085857142857,136.638704081633,130.68243877551,139.881663265306,84.203112244898,299.891510204082,299.97406122449,180.470326530612,158.756724489796,151.680153061224,157.895183673469,158.690816326531
2009-10-19 08:00:00,308.441306122449,301.458683673469,306.857010204082,163.947826530612,138.087571428571,136.639255102041,130.686173469388,139.882704081633,84.2047653061225,299.885387755102,299.967326530612,180.472408163265,158.763030612245,151.687316326531,157.904979591837,158.699020408163
2009-10-19 09:00:00,308.438367346939,301.457520408163,306.855112244898,163.908091836735,138.089285714286,136.639806122449,130.689908163265,139.883744897959,84.2064183673469,299.879265306122,299.960591836735,180.474489795918,158.769336734694,151.694479591837,157.914775510204,158.707224489796
2009-10-19 10:00:00,308.435428571429,301.456357142857,306.853214285714,163.868357142857,138.091,136.640357142857,130.693642857143,139.884785714286,84.2080714285714,299.873142857143,299.953857142857,180.476571428571,158.775642857143,151.701642857143,157.924571428571,158.715428571429
2009-10-19 11:00:00,308.432489795918,301.455193877551,306.851316326531,163.82862244898,138.092714285714,136.640908163265,130.69737755102,139.885826530612,84.2097244897959,299.867020408163,299.94712244898,180.478653061224,158.781948979592,151.708806122449,157.934367346939,158.723632653061
2009-10-19 12:00:00,308.4555,301.459,306.851,164.552,138.053,136.6155,130.6625,139.8635,84.179,299.9195,299.994,180.439,158.716,151.647,157.856,158.6655
2009-10-19 13:00:00,308.496,301.514,306.893,164.3595,138.076,136.631,130.665,139.8785,84.1855,300.011,300.1515,180.428,158.726,151.6475,157.848,158.665
2009-10-19 14:00:00,308.555,301.6395,306.9495,163.777,138.0635,136.629,130.663,139.8535,84.199,300.025,300.037,180.5075,158.744,151.6555,157.859,158.658
2009-10-19 15:00:00,308.55,301.569,306.977,163.8175,138.0745,136.6365,130.7205,139.884,84.187,300.0645,300.0785,180.437,158.7065,151.614,157.8085,158.628
2009-10-19 16:00:00,308.551,301.616,306.988,164.1665,138.073,136.633,130.6515,139.8915,84.1955,300.089,300.1,180.4455,158.7165,151.6325,157.8245,158.64
2009-10-19 17:00:00,308.574,301.5615,306.961,164.7295,138.079,136.636,130.6575,140.079,84.189,300.1045,300.446,180.449,158.686,151.596,157.791,158.636
2009-10-19 18:00:00,308.583166666667,301.588625,306.925958333333,164.66075,138.073875,136.6275,130.658875,140.150125,84.1814583333333,300.096666666667,300.400166666667,180.440375,158.689375,151.596416666667,157.799458333333,158.636375
2009-10-19 19:00:00,308.574966666667,301.584575,306.923508333333,164.66765,138.073725,136.6281,130.661125,140.137075,84.1820083333333,300.085466666667,300.378766666667,180.442025,158.694625,151.602916666667,157.807208333333,158.641625
2009-10-19 20:00:00,308.566766666667,301.580525,306.921058333333,164.67455,138.073575,136.6287,130.663375,140.124025,84.1825583333333,300.074266666667,300.357366666667,180.443675,158.699875,151.609416666667,157.814958333333,158.646875
2009-10-19 21:00:00,308.558566666667,301.576475,306.918608333333,164.68145,138.073425,136.6293,130.665625,140.110975,84.1831083333333,300.063066666667,300.335966666667,180.445325,158.705125,151.615916666667,157.822708333333,158.652125
2009-10-19 22:00:00,308.550366666667,301.572425,306.916158333333,164.68835,138.073275,136.6299,130.667875,140.097925,84.1836583333333,300.051866666667,300.314566666667,180.446975,158.710375,151.622416666667,157.830458333333,158.657375
2009-10-19 23:00:00,308.542166666667,301.568375,306.913708333333,164.69525,138.073125,136.6305,130.670125,140.084875,84.1842083333333,300.040666666667,300.293166666667,180.448625,158.715625,151.628916666667,157.838208333333,158.662625
2009-10-20 00:00:00,308.533966666667,301.564325,306.911258333333,164.70215,138.072975,136.6311,130.672375,140.071825,84.1847583333333,300.029466666667,300.271766666667,180.450275,158.720875,151.635416666667,157.845958333333,158.667875
2009-10-20 01:00:00,308.525766666667,301.560275,306.908808333333,164.70905,138.072825,136.6317,130.674625,140.058775,84.1853083333333,300.018266666667,300.250366666667,180.451925,158.726125,151.641916666667,157.853708333333,158.673125
2009-10-20 02:00:00,308.517566666667,301.556225,306.906358333333,164.71595,138.072675,136.6323,130.676875,140.045725,84.1858583333333,300.007066666667,300.228966666667,180.453575,158.731375,151.648416666667,157.861458333333,158.678375
2009-10-20 03:00:00,308.509366666667,301.552175,306.903908333333,164.72285,138.072525,136.6329,130.679125,140.032675,84.1864083333333,299.995866666667,300.207566666667,180.455225,158.736625,151.654916666667,157.869208333333,158.683625
2009-10-20 04:00:00,308.501166666667,301.548125,306.901458333333,164.72975,138.072375,136.6335,130.681375,140.019625,84.1869583333333,299.984666666667,300.186166666667,180.456875,158.741875,151.661416666667,157.876958333333,158.688875
2009-10-20 05:00:00,308.492966666667,301.544075,306.899008333333,164.73665,138.072225,136.6341,130.683625,140.006575,84.1875083333333,299.973466666667,300.164766666667,180.458525,158.747125,151.667916666667,157.884708333333,158.694125
2009-10-20 06:00:00,308.484766666667,301.540025,306.896558333333,164.74355,138.072075,136.6347,130.685875,139.993525,84.1880583333333,299.962266666667,300.143366666667,180.460175,158.752375,151.674416666667,157.892458333333,158.699375
2009-10-20 07:00:00,308.476566666667,301.535975,306.894108333333,164.75045,138.071925,136.6353,130.688125,139.980475,84.1886083333333,299.951066666667,300.121966666667,180.461825,158.757625,151.680916666667,157.900208333333,158.704625
2009-10-20 08:00:00,308.468366666667,301.531925,306.891658333333,164.75735,138.071775,136.6359,130.690375,139.967425,84.1891583333333,299.939866666667,300.100566666667,180.463475,158.762875,151.687416666667,157.907958333333,158.709875
2009-10-20 09:00:00,308.460166666667,301.527875,306.889208333333,164.76425,138.071625,136.6365,130.692625,139.954375,84.1897083333333,299.928666666667,300.079166666667,180.465125,158.768125,151.693916666667,157.915708333333,158.715125
2009-10-20 10:00:00,308.451966666667,301.523825,306.886758333333,164.77115,138.071475,136.6371,130.694875,139.941325,84.1902583333333,299.917466666667,300.057766666667,180.466775,158.773375,151.700416666667,157.923458333333,158.720375
2009-10-20 11:00:00,308.443766666667,301.519775,306.884308333333,164.77805,138.071325,136.6377,130.697125,139.928275,84.1908083333333,299.906266666667,300.036366666667,180.468425,158.778625,151.706916666667,157.931208333333,158.725625
2009-10-20 12:00:00,308.435566666667,301.515725,306.881858333333,164.78495,138.071175,136.6383,130.699375,139.915225,84.1913583333333,299.895066666667,300.014966666667,180.470075,158.783875,151.713416666667,157.938958333333,158.730875
2009-10-20 13:00:00,308.427366666667,301.511675,306.879408333333,164.79185,138.071025,136.6389,130.701625,139.902175,84.1919083333333,299.883866666667,299.993566666667,180.471725,158.789125,151.719916666667,157.946708333333,158.736125
2009-10-20 14:00:00,308.4795,301.5235,306.896,163.948,138.076,136.63,130.689,139.8915,84.185,299.945,300.037,180.47,158.7385,151.663,157.894,158.685
2009-10-20 15:00:00,308.525,301.5685,306.9505,163.948,138.067,136.633,130.6725,139.887,84.1875,300.0165,300.0975,180.4405,158.744,151.6545,157.866,158.669
2009-10-20 16:00:00,308.5195,301.6735,306.9785,164.439,138.092,136.6505,130.6815,139.9045,84.2015,300.071,300.1295,180.531,158.78,151.6745,157.8855,158.6955
2009-10-20 17:00:00,308.604,301.6205,307.023,164.6495,138.082,136.6295,130.662,139.884,84.188,300.106,300.17,180.447,158.718,151.6255,157.822,158.6395
2009-10-20 18:00:00,308.6255,301.653,307.06,163.8225,138.082,136.6455,130.674,139.8925,84.186,300.1195,300.2,180.4345,158.716,151.619,157.8165,158.6285
2009-10-20 19:00:00,308.626589285714,301.650946428572,307.0535,163.889383928571,138.081178571429,136.647553571429,130.678205357143,139.892089285714,84.1845982142857,300.107732142857,300.184875,180.434464285714,158.716696428571,151.616705357143,157.819616071429,158.629946428571
2009-10-20 20:00:00,308.623696428571,301.642482142857,307.0505,163.885044642857,138.081392857143,136.647017857143,130.679651785714,139.892196428571,84.1841160714286,300.095410714286,300.175125,180.433821428571,158.718732142857,151.621151785714,157.823955357143,158.633482142857
2009-10-20 21:00:00,308.620803571429,301.634017857143,307.0475,163.880705357143,138.081607142857,136.646482142857,130.681098214286,139.892303571429,84.1836339285714,300.083089285714,300.165375,180.433178571429,158.720767857143,151.625598214286,157.828294642857,158.637017857143
2009-10-20 22:00:00,308.617910714286,301.625553571429,307.0445,163.876366071429,138.081821428571,136.645946428571,130.682544642857,139.892410714286,84.1831517857143,300.070767857143,300.155625,180.432535714286,158.722803571429,151.630044642857,157.832633928571,158.640553571429
2009-10-20 23:00:00,308.615017857143,301.617089285714,307.0415,163.872026785714,138.082035714286,136.645410714286,130.683991071429,139.892517857143,84.1826696428571,300.058446428571,300.145875,180.431892857143,158.724839285714,151.634491071429,157.836973214286,158.644089285714
2009-10-21 00:00:00,308.612125,301.608625,307.0385,163.8676875,138.08225,136.644875,130.6854375,139.892625,84.1821875,300.046125,300.136125,180.43125,158.726875,151.6389375,157.8413125,158.647625
2009-10-21 01:00:00,308.609232142857,301.600160714286,307.0355,163.863348214286,138.082464285714,136.644339285714,130.686883928571,139.892732142857,84.1817053571428,300.033803571429,300.126375,180.430607142857,158.728910714286,151.643383928571,157.845651785714,158.651160714286
2009-10-21 02:00:00,308.606339285714,301.591696428571,307.0325,163.859008928571,138.082678571429,136.643803571429,130.688330357143,139.892839285714,84.1812232142857,300.021482142857,300.116625,180.429964285714,158.730946428571,151.647830357143,157.849991071429,158.654696428571
2009-10-21 03:00:00,308.603446428571,301.583232142857,307.0295,163.854669642857,138.082892857143,136.643267857143,130.689776785714,139.892946428571,84.1807410714286,300.009160714286,300.106875,180.429321428571,158.732982142857,151.652276785714,157.854330357143,158.658232142857
2009-10-21 04:00:00,308.600553571429,301.574767857143,307.0265,163.850330357143,138.083107142857,136.642732142857,130.691223214286,139.893053571429,84.1802589285714,299.996839285714,300.097125,180.428678571429,158.735017857143,151.656723214286,157.858669642857,158.661767857143
2009-10-21 05:00:00,308.597660714286,301.566303571429,307.0235,163.845991071429,138.083321428571,136.642196428571,130.692669642857,139.893160714286,84.1797767857143,299.984517857143,300.087375,180.428035714286,158.737053571429,151.661169642857,157.863008928571,158.665303571429
2009-10-21 06:00:00,308.594767857143,301.557839285714,307.0205,163.841651785714,138.083535714286,136.641660714286,130.694116071429,139.893267857143,84.1792946428571,299.972196428571,300.077625,180.427392857143,158.739089285714,151.665616071429,157.867348214286,158.668839285714
2009-10-21 07:00:00,308.591875,301.549375,307.0175,163.8373125,138.08375,136.641125,130.6955625,139.893375,84.1788125,299.959875,300.067875,180.42675,158.741125,151.6700625,157.8716875,158.672375
2009-10-21 08:00:00,308.588982142857,301.540910714286,307.0145,163.832973214286,138.083964285714,136.640589285714,130.697008928571,139.893482142857,84.1783303571429,299.947553571429,300.058125,180.426107142857,158.743160714286,151.674508928571,157.876026785714,158.675910714286
2009-10-21 09:00:00,308.586089285714,301.532446428571,307.0115,163.828633928571,138.084178571429,136.640053571429,130.698455357143,139.893589285714,84.1778482142857,299.935232142857,300.048375,180.425464285714,158.745196428571,151.678955357143,157.880366071429,158.679446428571
2009-10-21 10:00:00,308.583196428571,301.523982142857,307.0085,163.824294642857,138.084392857143,136.639517857143,130.699901785714,139.893696428571,84.1773660714286,299.922910714286,300.038625,180.424821428571,158.747232142857,151.683401785714,157.884705357143,158.682982142857
2009-10-21 11:00:00,308.580303571429,301.515517857143,307.0055,163.819955357143,138.084607142857,136.638982142857,130.701348214286,139.893803571429,84.1768839285714,299.910589285714,300.028875,180.424178571429,158.749267857143,151.687848214286,157.889044642857,158.686517857143
2009-10-21 12:00:00,308.577410714286,301.507053571429,307.0025,163.815616071429,138.084821428571,136.638446428571,130.702794642857,139.893910714286,84.1764017857143,299.898267857143,300.019125,180.423535714286,158.751303571429,151.692294642857,157.893383928571,158.690053571429
2009-10-21 13:00:00,308.507,301.534,306.9305,163.723,138.0905,136.646,130.7035,139.9005,84.194,299.9,300.0145,180.4835,158.792,151.725,157.9375,158.733
2009-10-21 14:00:00,308.5085,301.5175,306.93,164.2855,138.0855,136.6365,130.6905,139.886,84.1925,299.9955,300.067,180.4525,158.7415,151.659,157.879,158.6845
2009-10-21 15:00:00,308.526,301.5565,306.981,164.6125,138.0835,136.6325,130.678,139.893,84.189,300.052,300.1325,180.4385,158.739,151.647,157.8525,158.6665
2009-10-21 16:00:00,308.6655,301.655,307.0855,164.3325,138.098,136.658,130.681,139.908,84.205,300.0855,300.139,180.513,158.754,151.655,157.863,158.672
2009-10-21 17:00:00,308.628,301.6565,307.0555,163.8175,138.078,136.6315,130.6575,139.885,84.194,300.155,300.3125,180.4475,158.7265,151.6385,157.8315,158.653
2009-10-21 18:00:00,308.653,301.708,307.0575,163.902,138.097,136.66,130.6775,139.9085,84.213,300.1445,300.2015,180.4935,158.7515,151.655,157.8635,158.6605
2009-10-21 19:00:00,308.673,301.707,307.1185,164.384,138.0845,136.642,130.65,139.8955,84.196,300.1755,300.27,180.4535,158.7035,151.608,157.8065,158.6235
2009-10-21 20:00:00,308.709,301.741,307.13,164.512,138.087,136.6555,130.66,139.9005,84.194,300.1955,300.2795,180.435,158.699,151.613,157.802,158.621
